ประทับเวลา,คณะที่เรียน,สาขาที่เรียน (หากสะดวกให้ข้อมูล),  เพศ,ชั้นปีการศึกษา,ยินยอมในการใช้และเก็บรักษา ข้อมูลส่วนบุคคลของท่าน,ส่วนที่ 1 : ทางกายภาพ [ปวดหัว],ส่วนที่ 1 : ทางกายภาพ [มีปัญหาในการนอน],ส่วนที่ 1 : ทางกายภาพ [วิตกกังวลมากกว่าปกติ],ส่วนที่ 1 : ทางกายภาพ [ปวดท้องหรือคลื่นไส้],ส่วนที่ 1 : ทางกายภาพ [เหนื่อยล้าหรืออ่อนเพลียเป็นประจำ],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกผิดเมื่อไม่สามารถทำตามความหวังของพ่อแม่ให้เป็นจริงได้],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกว่าการเข้ากับเพื่อนในห้องเรียนเป็นเรื่องที่ยาก],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกว่าเสียสมาธิเมื่อทะเลาะกับคนรัก],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [ไม่ได้รับการสนับสนุนจากคุณครูหรืออาจารย์],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกท้อต่อการจัดการ การบริหารงานของคณะที่เรียนอยู่],ส่วนที่ 3 : ทางการศึกษา [การใช้จ่ายในมหาวิทยาลัยทำให้มีปัญหาการเงิน],ส่วนที่ 3 : ทางการศึกษา [รู้สึกกังวลในการนำเสนอในชั้นเรียน],ส่วนที่ 3 : ทางการศึกษา [รู้สึกเครียดเมื่อต้องนั่งทำข้อสอบ],ส่วนที่ 3 : ทางการศึกษา [สนใจในเนื้อหาที่เรียนลดลง],ส่วนที่ 3 : ทางการศึกษา [รู้สึกเครียดในการรับมือกับวิชาที่ยากหรือไม่ถนัด],ส่วนที่ 4 : ทางสภาพเเวดล้อม [รู้สึกตึงเครียดเนื่องจากสภาพที่อยู่อาศัยที่แย่],ส่วนที่ 4 : ทางสภาพเเวดล้อม [เสียงรอบข้างทำให้ไม่มีสมาธิ],ส่วนที่ 4 : ทางสภาพเเวดล้อม [สภาพความเป็นอยู่ที่ไม่เป็นระเบียบทำให้ไม่มีสมาธิ],ส่วนที่ 4 : ทางสภาพเเวดล้อม [ความเบียดเสียดวุ่นวายทำให้รู้สึกไม่สบาย],ส่วนที่ 4 : ทางสภาพเเวดล้อม [รู้สึกกลัวกับการอยู่ในที่ที่ไม่คุ้นเคย],ส่วนที่ 1 [ไตร่ตรองเกี่ยวกับทางเลือกต่างๆอย่างถี่ถ้วน],ส่วนที่ 1 [ลองแก้ไขปัญหาด้วยวิธีที่หลากหลาย จนกว่าจะเจอวิธีที่ตอบโจทย์มากที่สุด],ส่วนที่ 1 [ใช้สมาธิหรือความสนใจทั้งหมดมุ่งไปที่การแก้ไขปัญหา],ส่วนที่ 1 [พยายามแก้ไขปัญหา],ส่วนที่ 1 [วางแผนการกระทำอย่างรอบคอบแทนที่จะทำตามแรงกดดันของสถานการณ์],ส่วนที่ 2 [บอกเล่าความรู้สึกให้เพื่อนรู้],ส่วนที่ 2 [ยอมรับความเข้าใจและความเห็นอกเห็นใจจากคนอื่น],ส่วนที่ 2 [ไว้ใจเพื่อนหรือญาติในการพูดคุยเกี่ยวกับความกังวลหรือความกลัว],ส่วนที่ 2 [พูดคุยปัญหาที่เกิดขึ้นกับคนอื่น ๆ เพื่อที่นำมาสู่แนวทางการแก้ไขปัญหานั้น],ส่วนที่ 2 [พบใครบางคน (เพื่อนหรือผู้เชี่ยวชาญ) เพื่อช่วยให้รู้สึกดีขึ้น],ส่วนที่ 3 [นำตัวเองหนีห่างออกจากปัญหา],ส่วนที่ 3 [ใช้เวลาคนเดียวอยู่บ่อยๆ],ส่วนที่ 3 [หลีกเลี่ยงการอยู่กับผู้คนในชีวิตประจำวัน],ส่วนที่ 3 [ปล่อยให้ตัวเองหมกมุ่นอยู่กับกีฬาหรืองานอดิเรกเพื่อที่จะหลีกเลี่ยงปัญหาที่เกิดขึ้น],ส่วนที่ 3 [นอนมากกว่าปกติ],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 1 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 1 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 2 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 2 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 3 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 3 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 4 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 4 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 5 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 5 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 6 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 6 เทอม 2],รายละเอียด ปัญหา ของความเครียดหรือวิธีการจัดการความเครียด (หากไม่ประสงค์ตอบสามารถข้ามคำถามได้),บอกเราหน่อยได้ไหมว่าจากการเรียนที่ผ่าน คิดว่าคณะนี้เหมาะสมกับตัวเองหรือไม่,ระบายความเครียดมาเลยเราจะรับฟังไว้เอง❤️
"30/10/2023, 9:38:09",วิทยาศาสตร์และเทคโนโลยี,สถิติ,หญิง,ปี 1,ยินยอม,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางกายภาพ,,,,,,,,,,,,,เหมาะสม,ไม่อยากเป็นคนที่คิดมากเลยTT
"30/10/2023, 9:41:51",วิทยาศาสตร์และเทคโนโลยี,สถิติ,หญิง,ปี 1,ยินยอม,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,บ่อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,ทางการศึกษา,,,,,,,,,,,,เหมาะสม,อยากกลับบ้านบ่อยๆ คิดถึงบ้าน คิดถึงพ่อแม่ หมาที่เลี้ยง
"30/10/2023, 9:43:07",วิทยาศาสตร์และเทคโนโลยี,สถิติ,หญิง,ปี 1,ยินยอม,บ่อย,บ่อย,ตลอดเวลา,บ่อย,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,,,,,,,,,,,,,,เพิ่งเรียนไปแค่เทอมเดียวยังตอบไม่ได้แต่เท่าที่เป็นอยู่ตอนนี้ก็เรียนได้ ,เป็นคนตั้งความหวังกับตัวเองไว้สูงมากเวลาไม่ได้ตามหวังก็จะเสียใจมาก ๆ 
"30/10/2023, 10:04:19",วิทยาศาสตร์และเทคโนโลยี,สถิติ,หญิง,ปี 1,ยินยอม,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,,ไม่เหมาะสม,
"30/10/2023, 10:05:37",วิทยาศาสตร์และเทคโนโลยี,สถิติ,ชาย,ปี 1,ยินยอม,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,บ่อย,ไม่เคย,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,บ่อย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,ไม่เลย,ไม่เลย,ไม่เลย,ไม่เลย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,,ไม่เหมาะสม,
"30/10/2023, 10:22:21",วิทยาศาสตร์และเทคโนโลยี,สถิติ,LGBTQ+,ปี 1,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,ไม่เคย,บ่อย,ไม่เคย,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางการศึกษา,,,,,,,,,,,,ปัญหาคือไม่เข้าใจเนื้อหาที่เรียนและไม่มีสมาธิในการอ่านทบทวน แก้ปัญหาด้วยการกินของหวาน,ไม่เหมาะสม,เรียนสถิติแต่ไม่เก่งเลขเลยค่ะ😭😭😭😭😭😭😭😭😭😭😭
"30/10/2023, 15:56:31",วิทยาศาสตร์และเทคโนโลยี,สถิติ,หญิง,ปี 1,ยินยอม,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,ตลอดเวลา,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,เรียนไม่ค่อยรู้เรื่อง รู้สึกกดดันที่ว่าทำไมถึงไม่เข้าใจที่เขาสอน,ไม่เหมาะสม,บางวิชาสอนไม่รู้เรื่อง การสอนไม่ได้ทำให้น่าสนใจที่จะเรียนรู้ การสอนควรจะสนุกหรือสื่อสารให้เด็กเข้าใจ จากที่เจอมาบางวิชาสอนแค่ว่าจะสอน ไม่ได้รู้จริงๆเลยว่านักศึกษาเข้าใจมันจริงๆมั้ย เลยทำให้แต่ละวันที่ไปเรียนรู้สึกเหนื่อย ท้อ หมดแรง ไปเรียนก็ไม่ค่อยรู้เรื่อง แต่กลับมาอ่านเอง ให้เพื่อนช่วยยังเข้าใจได้มากกว่าที่ไปเรียน บางทีก็เหนื่อยที่จะไปบ่อยครั้งเลยตัดสินใจนั่งเรียนที่ห้องดีกว่า เพราะบางวิชาไปเรียนแล้วก็เหมือนไม่ได้อะไรนอกจากชีทกับสไลด์ พอเรียนด้วยตัวเอง ไม่เข้าห้องเรียนไปเจอความกดดันที่ว่าทำไมเราเข้าไปแล้วไม่รู้เรื่องแล้วก็รู้สึกผ่อนคลายมากขึ้น มีเวลาเรียนแบบไม่เคร่ง สามารถเข้าใจเนื้อหาจากในเน็ตได้ ส่วนใหญ่ดูติวเตอร์มาสอนจะเข้าใจง่ายกว่าที่อาจารย์บางท่านสอน เราและเพื่อนๆก็มักบ่นกันว่าที่พอเข้าใจเพราะบุญเก่าจากม.ปลายเลย เคยคิดว่าอยากลงเรียนพิเศษเพื่อให้ตัวเองเก่งขึ้น แต่ตอนนี้เรากลับสงสัยมากกว่าว่าถ้าเขาสอนดีจริงทำไมเด็กๆต้องไปเสียเงินเรียนพิเศษเพิ่มล่ะ บางคนก็สอนแบบลายมือเขียนไม่ออก เพ่งแล้วเพ่งอีก มองจนสายตาเสีย กลายเป็นว่าทุกๆวันที่ไปเรียนมีแต่ความทุกข์ บางวิชาก็สอนไม่เหมือนเซคอื่น ทั้งที่มันควรจะสอนเหมือนกันไม่ใช่หรอ เซคนี้เบาเซคนั้นงานเยอะ แบบนี้ถ้าคนเลือกไม่ถูกหรือลงไม่ทันเซคที่ดีๆก็ต้องรับกรรมมาเจองานเยอะๆงี้หรอ มันก็ไม่ใช่ เราเลยสงสัยว่าบางวิชามันมีมาตรฐานสอนจริงมั้ย เราอยากซิ่วมากแต่ต้องจำใจเรียนเพราะพ่อแม่อยากให้เรียน เพื่อนดี สังคมดี ติดที่เรื่องการสอน เป็นสิ่งเดียวที่ทำให้เราลำบากใจและทุกข์ทุกวัน 
"25/10/2023, 15:26:15",วิทยาศาสตร์และเทคโนโลยี,สิ่งแวดล้อม,ชาย,ปี 1,ยินยอม,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,ตลอดเวลา,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,ตลอดเวลา,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,ทางการศึกษา,,,,,,,,,,,,-,เหมาะสม,ซ้อมเหนื่อย
"25/10/2023, 15:23:36",วิทยาศาสตร์และเทคโนโลยี,สิ่งแวดล้อม,ชาย,ปี 1,ยินยอม,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ตลอดเวลา,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ทางสภาพเเวดล้อม,,,,,,,,,,,,,เหมาะสม,ง่วงอยากนอน
"25/10/2023, 15:24:20",วิทยาศาสตร์และเทคโนโลยี,สิ่งแวดล้อม,ชาย,ปี 1,ยินยอม,ตลอดเวลา,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ไม่เคย,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 15:25:21",วิทยาศาสตร์และเทคโนโลยี,สิ่งแวดล้อม,ไม่ต้องการระบุ,ปี 1,ยินยอม,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,ไม่เลย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,หาอะไรดูให้สบายใจ นอน,อาจจะไม่หรือเหมาะ ต้องเรียนเพิ่มมากกว่าต้องเข้าวิชาภาค,-
"25/10/2023, 15:29:18",วิทยาศาสตร์และเทคโนโลยี,สิ่งแวดล้อม,หญิง,ปี 1,ยินยอม,นาน ๆ ครั้ง,ตลอดเวลา,บ่อย,ไม่เคย,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,ไม่เลย,ไม่เลย,ไม่เลย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,ไม่เลย,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,,ไปทำอย่างอื่นที่น่าสนใจกว่าการนั่งเครียด,รู้สึกไม่แน่ใจเท่าไหร่แต่ก็ไม่รู้ว่าจะไปเรียนอะไรถ้าไม่ใช่อันนี้,ทำงานยังไม่เสร็จเลยแต่ก็ยังไม่ทำสักที รู้ว่างานมีปัญหาตรงไหนแต่ก็ไม่รู้ว่าจะแก้ยังไง 
"25/10/2023, 15:30:02",วิทยาศาสตร์และเทคโนโลยี,สิ่งแวดล้อม,LGBTQ+,ปี 1,ยินยอม,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,บ่อย,ตลอดเวลา,ตลอดเวลา,บ่อย,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,นอน,คิดว่าเหมาะสมครึ่งๆกลางๆ,แบบคือมันเครียดมากเลยไม่รู้ว่าสิ่งที่เรียนเราจะชอบจริงๆหรือเปล่าเราเรียนไปสอบไปพอได้คะแนนน้อยเรารู้สึกด้อยกว่าคนอื่นอยู่มากเราอยากทราบจริงๆว่าสิ่งที่แฮปปี้และพ่อแม่ซัพพอร์ตจริงๆอะมันคืออะไรเราไม่อยากเครียดไปมากกว่านี้แล้วมันส่งผลเสียต่อสุขภาพเรามากๆทั้งทางจิตทางกายเรามีโรคแทรกซ้อนที่มาจากความเครียดเยอะต้อวกินยาตลอดถ้าวันนึงเราไม่กินยาเราหายเครียดเลยมันจะกลับมาดีเหมือนเดิมใช่มั้ย
"25/10/2023, 15:53:53",วิทยาศาสตร์และเทคโนโลยี,สิ่งแวดล้อม,หญิง,ปี 1,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,บ่อย,ไม่เคย,ตลอดเวลา,บ่อย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,,เหมาะสม,แคลยากเกิ๊น ทำไม่ได้อะ เราทำไม่ได้เองอะ 😔 ท้อ ถอนแล้ว ไว้เดียวลงใหม่เนาะปี2 สู้ๆฮึบ
"25/10/2023, 15:24:09",วิทยาศาสตร์และเทคโนโลยี,อิเล็กทรอนิค,หญิง,ปี 3,ยินยอม,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ทางการศึกษา,ทางการศึกษา,ทางสภาพเเวดล้อม,ทางสภาพเเวดล้อม,ทางการศึกษา,ทางการศึกษา,,,,,,,,เหมาะสม,
"25/10/2023, 15:25:53",วิศวกรรมศาสตร์,-,ชาย,ปี 2,ยินยอม,นาน ๆ ครั้ง,บ่อย,บ่อย,ไม่เคย,บ่อย,บ่อย,บ่อย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,บ่อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,,,,,,,,,,,ยังไม่รู้เลยว่าถูกทางไหม,
